"id","place","HadExam","Age","Sex","Jobstt","height","weight","BMI","HealthIns","Wsttime","Wstmon","Lessbelqual","NotImp","Tangibles","Empathy","SuitFreq","SuffInfo","AttractInfo","ImpressInfo","PopularInfo"
"m01043","thanhhoa",0,23,"male","stable",165,49,17.99816345,"yes","yes","yes","yes","yes",4,2,"6m",4,3,2,2
"m01044","hanoi",0,21,"female","student",158,47,18.82711104,"yes","yes","yes","yes","yes",2,2,"6m",2,1,4,3
"m01045","hanoi",0,22,"female","student",163,48,18.06616734,"yes","yes","yes","yes","yes",2,1,"6m",3,1,2,2
"m01046","quangninh",1,22,"female","student",156,48,19.72386588,"yes","yes","yes","no","yes",5,3,"6m",2,1,3,2
"m01047","hanoi",1,25,"female","housewife",160,47,18.359375,"yes","no","no","no","yes",3,4,"6m",4,3,4,4
"m01048","hanoi",1,23,"female","stable",158,45,18.02595738,"yes","no","no","no","yes",3,4,"6m",3,3,4,4
"m01049","hanoi",0,22,"female","student",152,40,17.31301939,"yes","yes","yes","yes","yes",4,3,"6m",2,2,3,1
"m01050","haiphong",0,21,"female","student",158,49,19.6282647,"yes","yes","yes","no","no",4,2,"6m",4,2,2,1
"m01051","quangninh",0,22,"female","student",158,47,18.82711104,"yes","yes","yes","no","yes",3,3,"6m",4,2,2,1
"m01052","hanoi",0,23,"female","student",161,50,19.28937927,"yes","yes","yes","no","no",3,3,"12m",3,1,1,2
"m01053","hanoi",0,22,"female","student",157,46,18.66201469,"yes","yes","yes","no","no",2,2,"6m",2,3,2,2
"m01054","hanoi",0,20,"female","student",158,45,18.02595738,"no","yes","yes","yes","yes",2,2,"12m",2,2,2,2
"m01055","hanoi",1,22,"female","student",159,47,18.59103675,"yes","yes","yes","yes","no",5,3,"12m",5,3,4,3
"m01056","hue",0,23,"male","student",160,50,19.53125,"yes","yes","yes","no","yes",2,4,"6m",3,3,2,1
"m01057","hanoi",0,21,"male","student",170,62,21.4532872,"yes","yes","yes","no","yes",3,1,"12m",3,2,1,1
"m01058","hungyen",0,21,"male","student",168,60,21.2585034,"yes","no","no","no","yes",4,4,"12m",3,2,4,3
"m01059","hungyen",0,21,"female","student",165,50,18.36547291,"yes","no","yes","no","no",3,4,"6m",4,3,4,2
"m01060","hungyen",0,26,"male","stable",175,72,23.51020408,"no","yes","no","yes","yes",4,5,"12m",2,4,5,3
"m01061","hanoi",0,21,"female","student",156,51,20.9566075,"yes","no","yes","no","no",2,1,"12m",3,2,2,3
"m01062","hanoi",0,19,"female","student",162,48,18.28989483,"yes","yes","yes","no","no",4,4,"6m",3,3,4,2
"m01063","hanoi",0,19,"female","student",155,43,17.89802289,"yes","yes","yes","no","no",5,4,"6m",3,2,3,1
"m01064","namdinh",0,18,"female","student",160,42,16.40625,"yes","yes","yes","no","yes",5,3,"6m",4,3,3,2
"m01065","hungyen",0,47,"male","stable",170,59,20.41522491,"yes","no","yes","no","no",3,4,"6m",4,3,4,2
"m01066","hungyen",0,19,"female","student",170,52,17.99307958,"yes","no","yes","no","no",2,2,"12m",3,2,4,3
"m01067","hungyen",0,17,"female","student",158,48.5,19.42797629,"yes","yes","yes","yes","no",2,1,"6m",3,4,2,3
"m01068","hungyen",0,17,"female","student",162,50,19.05197378,"yes","yes","yes","no","yes",2,1,"6m",3,1,2,3
"m01069","hungyen",0,17,"female","student",163,46,17.31341037,"yes","yes","yes","yes","no",2,5,"6m",3,3,2,3
"m01070","hungyen",0,17,"female","student",155,47,19.56295525,"yes","no","yes","no","yes",3,1,"6m",3,4,4,1
"m01071","hungyen",0,17,"female","student",153,45,19.22337562,"yes","yes","yes","no","yes",3,1,"6m",2,2,3,2
"m01072","hungyen",0,17,"female","student",160,50,19.53125,"yes","yes","yes","no","yes",2,1,"6m",3,1,2,3
"m01073","namdinh",0,24,"female","student",160,51,19.921875,"yes","yes","yes","yes","yes",3,4,"12m",1,3,2,4
"m01074","hanoi",0,21,"female","student",153,46,19.65056175,"yes","no","no","no","no",4,3,"g18m",3,4,5,4
"m01075","hanoi",0,22,"female","student",158,50,20.02884153,"yes","yes","yes","yes","yes",5,2,"6m",5,3,5,3
"m01076","hanoi",0,22,"female","student",167,51,18.28677973,"yes","yes","yes","yes","yes",3,1,"12m",5,1,4,3
"m01077","hanoi",0,23,"female","student",161,52,20.06095444,"yes","yes","yes","yes","yes",3,3,"12m",4,3,3,3
"m01078","hanoi",0,21,"female","student",160,50,19.53125,"yes","yes","yes","no","yes",3,1,"12m",1,3,1,4
"m01079","hanoi",0,21,"female","student",158,50,20.02884153,"yes","yes","no","yes","yes",3,4,"g18m",4,3,5,2
"m01080","hanoi",0,21,"female","student",165,47,17.26354454,"yes","yes","no","yes","yes",4,5,"6m",3,4,2,3
"m01081","hungyen",1,18,"male","student",171,55,18.80920625,"yes","no","yes","yes","no",2,1,"12m",2,1,3,1
"m01082","hungyen",1,17,"female","student",160,49,19.140625,"yes","yes","yes","yes","no",2,4,"6m",4,1,2,2
"m01083","hungyen",0,17,"female","student",156,48,19.72386588,"yes","no","yes","no","no",2,1,"12m",3,2,4,3
"m01084","hanoi",0,21,"female","student",160,47,18.359375,"yes","yes","yes","no","yes",3,1,"18m",1,5,3,2
"m01085","hanoi",0,22,"female","student",150,44,19.55555556,"yes","no","yes","yes","no",2,2,"6m",1,1,1,3
"m01086","hanoi",1,21,"female","student",165,48,17.63085399,"yes","yes","yes","no","yes",2,4,"6m",2,3,2,1
"m01087","vinhphuc",0,21,"female","student",155,46,19.14672216,"yes","no","no","no","yes",3,3,"6m",2,2,3,2
"m01088","hungyen",1,73,"female","retirer",154,53,22.34778209,"yes","yes","yes","yes","yes",3,3,"6m",2,1,3,2
"m01089","hungyen",0,39,"male","stable",163,61,22.95908766,"yes","yes","yes","no","yes",4,4,"12m",3,3,2,4
"m01090","hungyen",0,21,"male","student",170,59,20.41522491,"no","no","yes","no","no",3,3,"12m",2,3,3,2
"m01091","namdinh",0,21,"male","student",169,65,22.75830678,"yes","no","yes","no","yes",2,3.5,"12m",2,4,5,4
"m01092","hungyen",0,26,"male","unstable",173,68,22.72043837,"no","yes","no","no","yes",3,2,"12m",4,5,3,2
"m01093","hungyen",0,21,"male","student",178,72,22.72440348,"yes","yes","yes","no","no",4,2,"6m",4,3,2,2
"m01094","hungyen",0,45,"female","housewife",158,57,22.83287935,"no","yes","yes","no","no",4,2,"12m",4,2,2,3
"m01095","hungyen",0,39,"female","housewife",155,50,20.81165453,"yes","yes","yes","no","yes",4,4,"12m",2,3,2,1
"m01096","hungyen",0,44,"male","stable",159,64,25.31545429,"yes","yes","yes","no","yes",4,4,"6m",2,2,3,2
"m01097","hungyen",0,60,"female","housewife",140,45,22.95918367,"yes","yes","yes","no","yes",4,2,"12m",4,3,2,5
"m01098","hungyen",1,21,"female","student",150,42,18.66666667,"yes","yes","yes","no","yes",3,3,"6m",3,4,2,2
"m01099","hanoi",0,20,"male","student",172,56,18.92915089,"no","yes","yes","yes","yes",3,3,"12m",3,1,1,2
"m01100","hungyen",0,26,"male","student",180,68,20.98765432,"yes","yes","yes","yes","yes",5,3,"6m",3,2,3,4
"m01101","hoabinh",0,25,"female","student",160,50,19.53125,"yes","yes","yes","no","yes",5,2,"6m",4,2,2,2
"m01102","haiphong",0,23,"female","student",153,47,20.07774787,"yes","yes","no","no","yes",4,4,"12m",4,3,4,4
"m01103","hanoi",1,21,"female","student",150,55,24.44444444,"yes","yes","yes","no","no",3,4,"6m",2,2,3,2
"m01104","hanoi",1,22,"female","student",168,55,19.48696145,"yes","yes","no","no","yes",4,1,"6m",4,2,3,1
"m01105","bacgiang",0,22,"female","student",156,48,19.72386588,"yes","yes","yes","no","yes",2,3,"6m",4,1,2,1
"m01106","hanoi",0,23,"female","student",145,45,21.40309156,"yes","yes","yes","no","yes",4,2,"6m",2,2,3,1
"m01107","hanoi",0,21,"female","student",157,48,19.47340663,"yes","yes","yes","no","yes",4,2,"6m",4,2,3,1
"m01108","hanoi",1,21,"female","student",159,46,18.19548277,"yes","yes","yes","no","yes",2,3,"6m",3,4,2,3
"m01109","hanoi",0,22,"female","student",155,47,19.56295525,"yes","yes","yes","no","no",1,1,"18m",2,1,2,1
"m01110","hanoi",0,20,"male","student",173,62,20.71569381,"yes","no","no","no","yes",4,3,"g18m",5,4,3,5
"m01111","namdinh",0,21,"female","student",150,48,21.33333333,"yes","yes","yes","no","no",3,3,"6m",3,3,3,3
"m01112","hanoi",0,21,"male","student",154,44,18.5528757,"yes","no","yes","no","yes",3,3,"6m",3,4,3,2
"m01113","hanoi",0,21,"female","student",150,44,19.55555556,"yes","yes","yes","yes","yes",4,2,"6m",4,2,1,5
"m01114","hanoi",0,22,"female","student",154,52,21.92612582,"yes","yes","yes","yes","yes",4,3,"g18m",3,2,2,3
"m01115","thainguyen",0,23,"female","unstable",165,52,19.10009183,"yes","yes","yes","yes","yes",4,3,"g18m",3,2,2,3
"m01116","phutho",0,17,"female","student",160,45,17.578125,"yes","yes","yes","no","yes",5,4,"12m",3,3,2,2
"m01117","hanoi",0,19,"female","student",158,49,19.6282647,"yes","yes","yes","no","no",5,2,"6m",4,3,1,1
"m01118","hanoi",0,24,"female","student",155,46,19.14672216,"yes","yes","yes","no","no",4,4,"6m",4,3,2,2
"m01119","hanam",0,23,"female","student",160,49,19.140625,"yes","yes","yes","yes","yes",1,1,"6m",3,2,2,4
"m01120","hanoi",0,22,"female","student",154,44,18.5528757,"yes","yes","yes","no","yes",1,1,"6m",2,2,3,3
"m01121","hanoi",0,20,"male","student",175,61,19.91836735,"yes","yes","no","yes","no",5,5,"g18m",5,3,3,5
"m01122","hungyen",0,21,"male","student",174,61,20.14797199,"yes","yes","yes","no","no",4,2,"6m",2,3,2,3
"m01123","hungyen",0,21,"male","other",169,59,20.65754,"yes","no","yes","yes","no",2,5,"6m",2,3,4,4
"m01124","hanoi",0,18,"female","student",142,46,22.81293394,"yes","yes","yes","yes","no",4,2,"12m",3,2,1,2
"m01125","hanoi",0,22,"male","student",172,50,16.90102758,"yes","yes","yes","yes","yes",4,4,"g18m",4,4,4,4
"m01126","hanoi",0,20,"female","student",163,50,18.81892431,"yes","yes","yes","yes","yes",1,1,"g18m",5,5,5,5
"m01127","hoabinh",0,22,"female","student",188,60,16.97600724,"yes","no","yes","no","no",5,3,"12m",5,4.5,3,4
"m01128","bacninh",1,24,"female","stable",160,55,21.484375,"yes","yes","no","no","no",4,2,"12m",3,2,2,1
"m01129","hungyen",1,29,"female","stable",149,55,24.77365884,"yes","yes","yes","yes","no",4,4,"12m",3,3,3,2
"m01130","hanoi",1,44,"male","stable",167,60,21.51385851,"yes","yes","yes","no","no",5,3,"12m",2,2,3,1
"m01131","hungyen",0,23,"male","student",174,65,21.46915048,"yes","yes","yes","yes","no",4,2,"12m",4,3,3,2
"m01132","hungyen",1,23,"female","stable",158,65,26.03749399,"yes","yes","yes","yes","yes",4,3,"12m",3,3,2,1
"m01133","haiduong",0,27,"female","unstable",150,44,19.55555556,"yes","yes","yes","no","yes",4,3,"12m",2,3,2,3
"m01134","hanoi",0,22,"female","student",160,45,17.578125,"yes","yes","yes","yes","no",3,3,"6m",3,2,3,3
"m01135","hungyen",0,28,"male","stable",160,60,23.4375,"yes","yes","yes","no","yes",4,3,"12m",3,4,5,4
"m01136","hungyen",1,30,"male","stable",178,62,19.56823633,"no","yes","yes","yes","no",4,5,"6m",5,4,3,5
"m01137","hungyen",1,48,"male","stable",165,70,25.71166208,"yes","yes","yes","no","no",2,5,"6m",2,3,4,2
"m01138","hungyen",0,26,"male","stable",160,57,22.265625,"no","yes","yes","yes","yes",3,2,"6m",3,2,4,5
"m01139","hungyen",1,26,"male","stable",170,69,23.87543253,"yes","yes","yes","no","no",3,3,"6m",5,4,3,2
"m01140","hungyen",0,26,"male","unstable",160,59,23.046875,"no","yes","yes","no","no",3,4,"6m",4,3,4,2
"m01141","hungyen",1,52,"male","stable",156,46,18.90203813,"yes","yes","yes","yes","yes",4,4,"12m",4,3,2,2
"m01142","hungyen",1,18,"male","student",165,51,18.73278237,"yes","no","yes","yes","yes",5,3,"6m",1,1,1,1
"m01143","hungyen",0,21,"female","student",157,49,19.8791026,"yes","yes","yes","no","yes",4,3,"6m",5,1,3,3
"m01144","hanoi",1,21,"male","unstable",170,60,20.76124567,"yes","yes","yes","yes","yes",3,1,"6m",4,1,1,1
"m01145","hanoi",1,19,"female","student",165,47,17.26354454,"yes","yes","yes","no","yes",3,2,"12m",3,4,3,4
"m01146","namdinh",0,25,"female","unstable",161,52,20.06095444,"yes","yes","yes","no","yes",5,2,"6m",3,2,2,2
"m01147","hanoi",1,22,"male","student",170,60,20.76124567,"yes","yes","yes","yes","yes",4,2,"6m",2,1,3,1
"m01148","hanoi",1,25,"female","student",156,43,17.66929652,"yes","yes","yes","no","no",5,4,"6m",3,2,3,3
"m01149","hungyen",0,22,"female","student",165,50,18.36547291,"yes","yes","yes","no","yes",3,2,"6m",3,2,1,1
"m01150","hanoi",0,21,"female","student",153,46,19.65056175,"yes","yes","yes","no","yes",3,4,"g18m",4,3,4,5
"m01151","hanoi",1,43,"female","housewife",152,50,21.64127424,"yes","yes","yes","no","no",4,4,"12m",2,2,2,1
"m01152","hanoi",0,21,"female","student",157,52,21.09619051,"yes","no","no","yes","no",5,2,"12m",2,2,3,2
"m01153","hanoi",0,22,"female","student",150,46,20.44444444,"yes","yes","yes","no","yes",3,2,"6m",5,3,3,3
"m01154","hanoi",0,21,"female","student",156,40,16.4365549,"no","yes","yes","yes","no",2,3,"6m",4,2,3,1
"m01155","hanoi",0,20,"male","student",165,62,22.77318641,"yes","no","no","no","yes",4,3,"g18m",5,4,3,5
"m01156","hanoi",0,20,"male","student",165,65,23.87511478,"yes","yes","yes","yes","yes",4,3,"12m",4,3,3,3
"m01157","thanhhoa",1,18,"female","student",160,52,20.3125,"yes","yes","no","yes","yes",5,2,"6m",2,2,1,2
"m01158","hanoi",1,18,"female","student",150,41,18.22222222,"yes","yes","yes","no","yes",2,3,"12m",2,2,2,1
"m01159","hoabinh",0,18,"female","student",159,44,17.40437483,"yes","yes","yes","no","no",5,2,"6m",2,2,2,1
"m01160","hanoi",1,21,"female","student",157,43,17.44492677,"yes","no","yes","no","no",3,4,"6m",4,3,4,4
"m01161","hanoi",0,22,"female","student",161,52,20.06095444,"yes","yes","yes","no","no",4,2,"6m",3,3,2,1
"m01162","vinhphuc",0,18,"female","student",160,48,18.75,"yes","yes","yes","no","no",4,2,"6m",3,3,2,2
"m01163","hanoi",0,21,"female","student",149,42,18.91806675,"yes","yes","yes","no","no",4,3,"6m",3,3,2,1
"m01164","bacninh",1,30,"male","stable",165,55,20.2020202,"yes","yes","no","no","no",4,2,"12m",3,3,1,2
"m01165","hungyen",0,55,"male","stable",170,61,21.10726644,"no","yes","yes","yes","no",4,2,"12m",4,3,3,2
"m01166","hoabinh",0,20,"female","student",162,46,17.52781588,"yes","yes","yes","yes","no",2,2,"6m",3,2,4,2
"m01167","quangninh",0,22,"female","student",152,40,17.31301939,"yes","no","yes","no","no",4,1,"12m",2,2,2,2
"m01168","hanoi",0,22,"female","student",155,49,20.39542144,"yes","no","yes","yes","yes",1,2,"12m",2,4,2,2
"m01169","hanoi",0,21,"female","student",157,46,18.66201469,"yes","yes","yes","yes","no",3,4,"g18m",1,2,4,5
"m01170","hanoi",0,27,"male","unstable",170,60,20.76124567,"no","yes","yes","yes","yes",4,4,"g18m",4.5,3,4,4
"m01171","hanoi",0,18,"male","student",165,90,33.05785124,"yes","no","no","no","no",3.5,3.5,"6m",3.5,3.5,3.5,3.5
"m01172","hungyen",1,75,"female","retirer",160,65,25.390625,"yes","yes","yes","no","yes",5,4,"6m",2,2,3,2
"m01173","hungyen",0,37,"female","stable",148,47,21.45726808,"yes","yes","yes","no","no",5,4,"6m",4,3,3,2
"m01174","thanhhoa",0,22,"male","unstable",165,55,20.2020202,"yes","yes","yes","no","yes",3,4,"12m",3,2,3,2
"m01175","quangninh",0,23,"male","student",175,80,26.12244898,"yes","no","yes","no","no",5,3,"12m",5,4.5,3,4
"m01176","hanoi",1,21,"male","unstable",172,70,23.66143862,"yes","yes","yes","yes","yes",3,3,"18m",4,3,4,3
"m01177","hungyen",0,22,"male","student",175,55,17.95918367,"yes","yes","no","yes","yes",4,3.5,"6m",4,3,3.5,3
"m01178","quangninh",0,21,"female","student",157,51,20.69049454,"yes","no","no","no","yes",4,4,"12m",4,2,3,4
"m01179","hanoi",0,20,"female","student",162,45,17.14677641,"yes","yes","yes","no","yes",3,4,"6m",2,2,1,3
"m01180","hanoi",0,21,"female","student",150,43,19.11111111,"yes","no","no","no","yes",2,4,"12m",4,3,5,2
"m01181","hanoi",1,20,"female","student",150,42,18.66666667,"yes","no","yes","no","yes",4,1,"18m",3,2,5,1
"m01182","hanoi",0,21,"female","student",164,46,17.10291493,"yes","yes","yes","no","yes",4,4,"g18m",3,2,2,3
"m01183","hungyen",0,23,"male","stable",170,50,17.30103806,"no","yes","yes","no","no",2,2,"g18m",4,3,3,2
"m01184","hochiminh",0,34,"male","stable",170,72,24.91349481,"yes","yes","yes","yes","no",2,3,"6m",2,1,1,2
"m01185","hanoi",1,43,"female","stable",163,52,19.57168128,"yes","no","no","no","yes",2,2,"12m",2,2,2,1
"m01186","hanoi",1,26,"male","stable",175,68,22.20408163,"yes","no","no","no","yes",4,5,"6m",4,3,3,3
"m01187","hanoi",1,26,"male","stable",165,56,20.56932966,"yes","yes","no","yes","yes",1,1,"6m",1,1,1,1
"m01188","hochiminh",1,31,"male","stable",169,59,20.65754,"yes","no","no","no","no",4,4.5,"12m",4,3,4,4
"m01189","hochiminh",1,25,"male","stable",177,79,25.21625331,"yes","no","no","no","no",4,4,"6m",3,3,3,3
"m01190","hochiminh",1,30,"male","stable",169,76,26.60971255,"yes","yes","yes","no","yes",4,4,"6m",3,3,3,3
"m01191","hochiminh",1,28,"male","stable",158,65,26.03749399,"yes","yes","no","yes","yes",3,4,"12m",4,3,3,3
"m01192","hochiminh",1,33,"male","stable",168,67,23.73866213,"yes","no","yes","yes","no",3,4,"12m",3,4,3,4
"m01193","hochiminh",0,38,"male","stable",157,53,21.50188649,"yes","no","no","no","yes",4,5,"6m",4,5,4,4
"m01194","hochiminh",1,35,"female","stable",160,62,24.21875,"no","yes","no","no","yes",3,3,"6m",4,3,4,4
"m01195","hochiminh",1,25,"female","stable",167,58,20.79672989,"yes","yes","yes","yes","yes",4,5,"g18m",2,2,3,2
"m01196","hochiminh",1,25,"female","stable",162,56,21.33821064,"yes","yes","no","no","yes",5,4,"12m",3,3,3,3
"m01197","soctrang",1,30,"male","stable",176,78,25.18078512,"yes","no","yes","no","yes",3,3,"12m",5,5,4,5
"m01198","hochiminh",1,28,"female","stable",158,50,20.02884153,"yes","yes","no","yes","yes",3,4,"12m",5,5,5,4
"m01199","hochiminh",1,23,"male","stable",172,75,25.35154137,"yes","no","no","no","yes",4,5,"6m",3,3,3,2
"m01200","hochiminh",1,26,"male","stable",170,55,19.03114187,"yes","yes","yes","no","yes",3,4,"12m",4,3,3,3
"m01201","hochiminh",1,28,"male","stable",169,56,19.60715661,"yes","no","no","no","yes",4,5,"12m",4,4,4,4
"m01202","hochiminh",1,33,"male","stable",168,59,20.90419501,"yes","yes","yes","yes","yes",2,2,"6m",1,1,1,1
"m01203","hochiminh",1,23,"female","stable",153,48,20.504934,"yes","no","yes","yes","yes",4,4,"12m",3,3,3,3
"m01204","hochiminh",1,23,"female","stable",165,45,16.52892562,"yes","no","no","no","yes",1,5,"12m",5,3,3,3
"m01205","hochiminh",1,30,"female","stable",156,47,19.31295201,"yes","no","no","no","yes",2,4,"6m",3,3,3,3
"m01206","hochiminh",1,23,"male","stable",172,58,19.605192,"yes","no","no","no","yes",3,5,"12m",4,1,3,3
"m01207","hochiminh",1,29,"female","stable",155,73,30.38501561,"yes","no","yes","no","no",1,1,"6m",1,1,2,1
"m01208","hochiminh",1,34,"female","stable",158,61,24.43518667,"yes","yes","yes","no","yes",3,5,"6m",1,2,2,2
"m01209","binhthuan",1,33,"female","stable",150,52,23.11111111,"yes","yes","yes","no","yes",3,5,"6m",2,3,3,3
"m01210","hochiminh",1,25,"female","stable",157,41,16.63353483,"yes","yes","yes","yes","yes",1,4,"6m",4,2,3,1
"m01211","hanoi",1,34,"male","stable",172,61,20.61925365,"yes","no","no","yes","yes",4,4,"12m",3,4,4,3
"m01212","hanoi",1,34,"male","stable",178,74,23.35563691,"yes","no","no","no","no",4,4,"6m",4,4,4,4
"m01213","hochiminh",1,27,"female","stable",158,53,21.23057202,"yes","yes","no","yes","no",4,4,"12m",3,2,3,3
"m01214","gialai",1,25,"female","stable",152,40,17.31301939,"yes","yes","yes","no","yes",5,4,"12m",4,4,4,3
"m01215","hochiminh",1,35,"female","stable",160,60,23.4375,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01216","hochiminh",1,32,"female","stable",150,40,17.77777778,"yes","yes","no","yes","no",5,5,"12m",5,4,4,5
"m01217","hochiminh",1,29,"female","stable",158,48,19.22768787,"yes","yes","yes","yes","yes",2,3,"12m",3,2,3,3
"m01218","hanoi",1,28,"female","stable",154,53,22.34778209,"yes","no","no","no","no",2,4,"6m",3,2,1,2
"m01219","hochiminh",0,31,"female","stable",163,49,18.44254582,"no","yes","no","no","yes",4,4,"12m",3,3,3,3
"m01220","hochiminh",1,23,"female","stable",153,44,18.7961895,"yes","yes","yes","no","yes",3,2,"g18m",5,1,2,3
"m01221","hanoi",1,34,"male","stable",162,67,25.52964487,"yes","no","no","no","yes",3,4,"6m",4,4,4,4
"m01222","hochiminh",1,33,"male","stable",170,68,23.52941176,"yes","yes","no","no","yes",4,4,"12m",3,3,2,2
"m01223","hochiminh",1,47,"male","stable",175,80,26.12244898,"yes","yes","yes","yes","no",3,3,"12m",3,2,2,2
"m01224","hochiminh",0,22,"male","stable",169,67,23.45856238,"yes","no","no","yes","no",3,4,"6m",4,3,3,4
"m01225","hanoi",0,35,"male","stable",172,65,21.97133586,"yes","yes","yes","yes","no",1,1,"6m",2,2,2,3
"m01226","hanoi",1,29,"male","stable",180,76,23.45679012,"yes","no","no","yes","yes",4,4,"6m",4,3,3,3
"m01227","hanoi",1,25,"male","stable",167,73,26.17519452,"yes","no","no","yes","yes",4,5,"12m",4,4,4,4
"m01228","hanoi",1,36,"male","stable",170,65,22.49134948,"yes","no","no","no","no",4,5,"6m",3,3,4,3
"m01229","hochiminh",1,24,"male","stable",162,49,18.67093431,"yes","yes","no","yes","yes",3,4,"12m",3,3,3,3
"m01230","hanoi",0,29,"male","stable",164,59,21.93634741,"yes","no","yes","yes","yes",3,3,"12m",3,3,3,3
"m01231","hanoi",0,23,"female","stable",160,45,17.578125,"no","no","no","no","no",4,4,"6m",4,4,4,4
"m01232","hanoi",1,32,"male","stable",169,57,19.95728441,"yes","no","no","yes","no",4,4,"6m",4,4,5,5
"m01233","hanoi",1,40,"female","stable",154,55,23.19109462,"yes","no","no","no","no",5,5,"12m",4,4,4,4
"m01234","hanoi",1,34,"male","stable",173,71,23.72281065,"yes","no","no","no","no",4,4,"6m",4,3,3,4
"m01235","bacninh",1,28,"male","stable",167,59,21.1552942,"yes","no","no","no","no",4,4,"12m",5,4,4,4
"m01236","hanoi",1,29,"male","stable",169,67,23.45856238,"yes","no","no","yes","yes",4,4,"12m",5,4,4,5
"m01237","hanoi",1,32,"female","stable",158,50,20.02884153,"yes","no","no","no","no",3,4,"6m",3,2,2,3
"m01238","hanoi",1,26,"male","stable",170,63,21.79930796,"yes","no","no","yes","yes",4,4,"6m",4,3,3,3
"m01239","hanoi",1,34,"female","stable",150,50,22.22222222,"yes","no","no","no","no",3,4,"6m",3,2,2,3
"m01240","hanoi",1,40,"male","stable",170,67,23.183391,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m01241","hanoi",1,25,"female","stable",157,55,22.31327843,"yes","no","no","yes","no",2,3,"6m",3,3,3,3
"m01242","hanoi",1,26,"female","stable",164,51,18.96192742,"yes","yes","no","yes","yes",4,4,"12m",1,1,1,2
"m01243","hanoi",1,41,"male","stable",170,65,22.49134948,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m01244","hanoi",1,36,"male","stable",170,67,23.183391,"yes","no","no","no","no",3,3,"12m",3,2,4,3
"m01245","hanoi",1,40,"male","stable",175,78,25.46938776,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m01246","hanoi",1,42,"male","stable",168,60,21.2585034,"yes","yes","no","no","no",4,1,"12m",4,3,4,3
"m01247","hanoi",1,32,"male","stable",157,53,21.50188649,"yes","no","no","no","yes",4,4,"12m",2,1,2,2
"m01248","hanoi",1,29,"male","stable",160,60,23.4375,"yes","yes","yes","yes","yes",4,5,"12m",4,2,2,4
"m01249","hanoi",1,37,"female","stable",159,55,21.75546853,"yes","yes","no","yes","no",3,3,"g18m",3,2,2,2
"m01250","hanoi",1,35,"female","stable",155,50,20.81165453,"yes","yes","yes","yes","yes",4,1,"12m",4,4,4,3
"m01251","hanoi",1,51,"male","stable",169,64,22.40817899,"yes","no","no","no","no",4,4,"12m",5,5,5,5
"m01252","hanoi",0,40,"male","stable",163,55,20.70081674,"no","no","no","yes","yes",3,3,"6m",5,5,5,5
"m01253","hanoi",0,37,"male","stable",173,70,23.38868656,"yes","no","no","yes","yes",3,3,"6m",5,5,5,5
"m01254","hanoi",1,34,"female","stable",152,50,21.64127424,"yes","no","no","no","no",3,3,"6m",2,3,3,3
"m01255","hanoi",1,32,"male","stable",173,60,20.04744562,"yes","yes","yes","no","no",1,1,"6m",1,1,1,2
"m01256","hanoi",1,45,"female","stable",155,50,20.81165453,"yes","yes","no","no","no",4,5,"6m",3,2,2,2
"m01257","hungyen",0,24,"female","stable",160,58,22.65625,"yes","no","yes","no","no",3,3,"12m",3,3,3,3
"m01258","hanoi",1,25,"female","stable",162,48,18.28989483,"yes","no","no","no","yes",4,5,"12m",3,3,4,3
"m01259","hanoi",0,26,"female","stable",158,46,18.42653421,"yes","yes","yes","no","yes",2.5,2,"6m",3,2.5,2,2
"m01260","hanoi",1,53,"female","stable",160,62,24.21875,"yes","no","no","no","no",3,2,"12m",5,3,4,3
"m01261","hanoi",1,29,"female","stable",155,53,22.0603538,"yes","no","yes","no","no",5,2,"12m",5,5,5,5
"m01262","hanoi",1,23,"female","stable",160,50,19.53125,"yes","no","yes","no","no",5,2,"12m",5,5,5,5
"m01263","hanoi",1,31,"female","stable",160,56,21.875,"yes","no","no","no","yes",3,1,"6m",5,1,2,4
"m01264","hanoi",1,34,"female","stable",164,53,19.70553242,"yes","no","yes","yes","no",2,3,"12m",5,2,5,5
"m01265","hanoi",1,43,"male","stable",160,48,18.75,"yes","no","no","yes","no",2,3,"12m",5,2,4,3
"m01266","hanoi",1,35,"male","stable",170,61,21.10726644,"yes","no","no","yes","no",3,3,"12m",3,3,3,3
"m01267","hanoi",1,25,"male","stable",162,60,22.86236854,"yes","no","no","no","no",4,5,"6m",4,4,3,4
"m01268","hanoi",1,58,"male","stable",168,60,21.2585034,"yes","no","no","yes","no",5,4,"12m",4,3,5,4
"m01269","hanoi",0,27,"male","unstable",171,68,23.25501864,"yes","yes","yes","no","yes",3,2,"12m",2,2,2,2
"m01270","hanoi",0,26,"male","stable",165,60,22.03856749,"no","yes","yes","no","no",3,4,"g18m",3,3,1,3
"m01271","hanoi",1,26,"female","student",164,50,18.59012493,"no","yes","no","yes","no",5,1,"12m",3,4,3,2
"m01272","hanoi",0,26,"female","unstable",164,58,21.56454491,"yes","yes","no","no","no",4,1,"6m",5,4,3,3
"m01273","hanoi",1,26,"female","stable",167,54,19.36247266,"yes","yes","no","no","no",4,4,"12m",4,4,4,4
